sentence,label,category
"Truth be told, I have one in my office, one in my garage, one in my kitchen, one in each bathroom (2) one in the living room and another unopened, because It's only a matter of time before I want another one somewhere else haha.",0,Electronics
There is a learning curve and you have to remember the exact names given to other Alexa controlled devices.,0,Electronics
"The sound has a more bass & mid EQ to it than treble, which could make understanding Alexa a bit more challenging for some.",1,Electronics
One sounded good the other was clearly defective and the speaker rattled.,0,Electronics
"The speaker is noticeably stronger, which is really the only reason to get it, as it is identical in function to the first generation.",0,Electronics
This new one has much better sound quality.,1,Electronics
So many great features.,0,Electronics
Overall it is a great product and will recommend.,0,Electronics
Recently purchased a Kasa Wifi Smart Plug to use for appliances or a lamp.,0,Electronics
Will be gradually replacing all my previous dots (all first generation) with the latest generation.,0,Electronics
They have taken over the one I bought myself.,0,Electronics
Because price was so low  for each echo G3 ($20) we decided to buy two echos.,0,Electronics
The only tiny issue I have is that for some reason Alexa doesn't pick up my husband's voice as much as it does mine - maybe because I've used it more?,1,Electronics
I can listen to any kind of music whenever I want.,0,Electronics
I love that.,0,Electronics
"We use all 3 of our dots for music, nothing crazy, thats what my Klipsch subs are for.",0,Electronics
Can not search internet.,1,Electronics
"I have a large echo speaker in my room, and then got the dots to have in other rooms.",0,Electronics
When I have another 2 hrs to waste I suppose I’ll call back again.,0,Electronics
Hopefully a firmware update will fix?,0,Electronics
"Turns off randomly, doesn’t respond.",1,Electronics
also it has replaced my alarm since its louder and more soothing i love that it has an option to do daily briefing and you can add whatever you want to hear from it through your app on your phone.,1,Electronics
"Besides volume, voices are much more lifelike and not ‘tinny’ like the original dot.",0,Electronics
I've been on the fence about the Dot and I'm glad I jumped on this one.,0,Electronics
I'm really not impressed.,0,Electronics
"It sits I between my kitchen and living room, and I use it to listen to music while I’m cooking or washing dishes.",1,Electronics
Sengled makes a number of bulbs that do NOT work with the hub.,0,Electronics
It took me days of trying to finally get it to set up and connect.,1,Electronics
We wanted to expand our coverage and bought these 2 3rd Gen Dots.,0,Electronics
I have another in the living room.,0,Electronics
The sound quality is terrible.,1,Electronics
"It's either connected or not connected, and the rest is up to you to figure out why, using your own methods, and other devices at your disposal.",0,Electronics
The mini is on the 5ghz too.,0,Electronics
I only have so much in patience and I reached it today.,0,Electronics
Cannot get it to pair with firestick,1,Electronics
"I can ask Alexa what time it is, what the temperature is outside, what the weather forecast is for tomorrow, and then ask her to play music.",0,Electronics
Great sound!,1,Electronics
Thank you Amazon Tech Guy.,0,Electronics
This my second Alexain my house.,0,Electronics
"It is small and compact, and does everything we need.",1,Electronics
Replaced one of my second generation echo dot with the third generation dot and I’ve noticed that the third generation dot seems to respond a little slower when asked to preform a command.,1,Electronics
"Non descript on the table, the alarms work great.",1,Electronics
"I truly believe they will become better and better as time progresses, as most electronics do, but at this stage, it's compact size and ease of set up its a winner for me!",1,Electronics
My voice is getting sore from yelling at her- if music is loud she can’t hear you talking to her.,1,Electronics
Everything that it’s doing for me I could do it with my iPhone iPod it so I can listen to music and I can’t even listen to music and I can’t even download it on my computer which I’ve been trying to do for days so it’s been a total waste of money,0,Electronics
"Overall, I do have several echo dots in my house that I use as an intercom, for instant answers to questions, and for playing music and radio on demand.",1,Electronics
Four are connected to sound systems and two are standing alone.,0,Electronics
The google one answered way more questins and had a lot more information installed in it.,0,Electronics
Before it's over I will have these devices throughout.,0,Electronics
The expanded speaker is perfect for listening to music or whatever request you have for Alexa.. the lower cost of this device makes it a no question purchase for upgrading or expanding coverage.,1,Electronics
She definitely can cause a shouting match and is not good for an anxious situation.,0,Electronics
Its a great handy tool to have when im cleaning up my room and i dont have to be constantly on my phone changing the music!,1,Electronics
"I use my smart phone as little as possible, and I enjoy being able to preserve skills like reading a map or remembering a number.",0,Electronics
The quality is amazing and the price is even better.,0,Electronics
The Echo Dot is leaving white rings on my furniture.,1,Electronics
My 1st grade grand daughter loves it & uses it almost non stop!,0,Electronics
"I  got a kick out of  telling Alexa to ""Order me a dot"", during the last big Amazon sale.",0,Electronics
Over a week later and nothing in the mail and no link to use to complain since the return is complete.,0,Electronics
"It takes time to know all the things you can do, it can be very helpful and simplify a few chores, I got 2 and I'm working on getting them to work together (for stereo sound, etc.)",0,Electronics
"Asking questions, setting wake up alarms with music, using as an intercom, etc are just a few of the tasks we have used the echo dot.",1,Electronics
"My mother loves Alexa, she’s always showing her off to people when they come visit.",0,Electronics
Our six year old living bed it.,0,Electronics
I gather they have no rights to access google search algorithms and it shows.,0,Electronics
I added the Wemo lighting and with my disability just saying TURN ON HER LIGHT it was truly a life changer for me.,1,Electronics
I am 66 and not great with electronics but this is pretty easy to use.,1,Electronics
I was a little skeptical when I saw this generation come out.,0,Electronics
